Sales Person,Product,Country,Date,Amount,Boxes,Order Status
Dotty Strutley,Raspberry Choco,Canada,05-Dec-23,6331.5,634,Delivered
Brien Boise,Organic Choco Syrup,UK,05-Dec-23,22347,1177,Delivered
Beverie Moffet,Drinking Coco,Australia,05-Dec-23,5114.25,394,Delivered
Gunar Cockshoot,Milk Bars,India,05-Dec-23,663.75,34,Delivered
Rafaelita Blaksland,Mint Chip Choco,UK,05-Dec-23,1179,91,Delivered
Barr Faughny,Baker's Choco Chips,USA,05-Dec-23,236.25,14,Delivered
Dennison Crosswaite,Orange Choco,Canada,05-Dec-23,11117.25,1112,Delivered
Dennison Crosswaite,Baker's Choco Chips,UK,05-Dec-23,20655,1291,Delivered
Andria Kimpton,Peanut Butter Cubes,Canada,05-Dec-23,9839.25,469,Delivered
Marney O'Breen,Organic Choco Syrup,India,05-Dec-23,12154.5,676,Delivered
Dotty Strutley,Mint Chip Choco,Canada,05-Dec-23,8597.25,860,Delivered
Jehu Rudeforth,Choco Coated Almonds,USA,05-Dec-23,650.25,51,Delivered
Brien Boise,Eclairs,India,05-Dec-23,6455.25,323,Delivered
Husein Augar,85% Dark Bars,USA,05-Dec-23,2632.5,110,Cancelled
Husein Augar,Eclairs,Canada,05-Dec-23,3798,166,Delivered
Barr Faughny,Drinking Coco,India,05-Dec-23,5737.5,638,Delivered
Karlen McCaffrey,50% Dark Bites,New Zealand,06-Dec-23,9726.75,573,Delivered
Gunar Cockshoot,Eclairs,Canada,06-Dec-23,5787,276,Cancelled
Karlen McCaffrey,Raspberry Choco,India,06-Dec-23,9560.25,1366,Delivered
Beverie Moffet,Orange Choco,New Zealand,06-Dec-23,8185.5,1170,Delivered
Wilone O'Kielt,70% Dark Bites,USA,06-Dec-23,8619.75,454,Delivered
Roddy Speechley,Drinking Coco,India,06-Dec-23,5053.5,389,Delivered
Karlen McCaffrey,Manuka Honey Choco,UK,06-Dec-23,2470.5,138,Delivered
Jan Morforth,70% Dark Bites,UK,06-Dec-23,4884.75,326,Delivered
Curtice Advani,Baker's Choco Chips,New Zealand,06-Dec-23,5616,296,Delivered
Marney O'Breen,Mint Chip Choco,New Zealand,06-Dec-23,3771,270,Delivered
Brien Boise,Orange Choco,USA,06-Dec-23,7983,1331,Delivered
Roddy Speechley,Organic Choco Syrup,India,07-Dec-23,17959.5,998,Delivered
Husein Augar,Peanut Butter Cubes,USA,07-Dec-23,7697.25,321,Delivered
Rafaelita Blaksland,Smooth Silky Salty,New Zealand,07-Dec-23,10604.25,884,Delivered
Van Tuxwell,Orange Choco,UK,07-Dec-23,216,36,Delivered
Karlen McCaffrey,Organic Choco Syrup,USA,07-Dec-23,15147,758,Delivered
Karlen McCaffrey,70% Dark Bites,India,07-Dec-23,738,50,Delivered
Husein Augar,Orange Choco,USA,07-Dec-23,6201,1034,Delivered
Madelene Upcott,Raspberry Choco,New Zealand,07-Dec-23,5816.25,831,Delivered
Jan Morforth,Drinking Coco,UK,07-Dec-23,5764.5,577,Delivered
Dennison Crosswaite,Milk Bars,UK,07-Dec-23,9283.5,516,Delivered
Gigi Bohling,Drinking Coco,UK,08-Dec-23,5278.5,407,Delivered
Brien Boise,Eclairs,UK,08-Dec-23,4675.5,247,Delivered
Gigi Bohling,Choco Coated Almonds,Canada,08-Dec-23,4495.5,322,Delivered
Ches Bonnell,Almond Choco,USA,08-Dec-23,411.75,42,Delivered
Gunar Cockshoot,Baker's Choco Chips,Australia,08-Dec-23,6543,364,Delivered
Jan Morforth,Orange Choco,New Zealand,11-Dec-23,666,61,Delivered
Madelene Upcott,70% Dark Bites,UK,11-Dec-23,8084.25,476,Delivered
Dotty Strutley,Milk Bars,UK,11-Dec-23,1986.75,111,Delivered
Kelci Walkden,Choco Coated Almonds,New Zealand,11-Dec-23,11371.5,813,Delivered
Karlen McCaffrey,Smooth Silky Salty,New Zealand,11-Dec-23,19557,1956,Delivered
Madelene Upcott,85% Dark Bars,UK,11-Dec-23,3987,154,Cancelled
Dotty Strutley,Raspberry Choco,New Zealand,11-Dec-23,8957.25,1493,Delivered
Dotty Strutley,Orange Choco,India,11-Dec-23,13821.75,1975,Delivered
Gunar Cockshoot,Almond Choco,New Zealand,11-Dec-23,11596.5,893,Delivered
Dotty Strutley,Eclairs,Australia,11-Dec-23,7983,381,Delivered
Madelene Upcott,Mint Chip Choco,India,12-Dec-23,7710.75,857,Delivered
Madelene Upcott,Eclairs,USA,12-Dec-23,2083.5,105,Delivered
Wilone O'Kielt,50% Dark Bites,UK,12-Dec-23,3422.25,191,Delivered
Van Tuxwell,Drinking Coco,USA,12-Dec-23,5049,632,Delivered
Rafaelita Blaksland,After Nines,New Zealand,12-Dec-23,6169.5,617,Delivered
Van Tuxwell,Eclairs,India,12-Dec-23,6419.25,338,Delivered
Marney O'Breen,Drinking Coco,India,12-Dec-23,6097.5,763,Delivered
Beverie Moffet,Orange Choco,UK,12-Dec-23,3530.25,321,Delivered
Kaine Padly,50% Dark Bites,India,12-Dec-23,12467.25,734,Delivered
Kelci Walkden,Peanut Butter Cubes,UK,12-Dec-23,3881.25,169,Delivered
Jan Morforth,Spicy Special Slims,USA,12-Dec-23,186.75,11,Delivered
Kelci Walkden,Fruit & Nut Bars,USA,12-Dec-23,4891.5,189,Delivered
Husein Augar,Mint Chip Choco,UK,12-Dec-23,4621.5,421,Delivered
Brien Boise,85% Dark Bars,Australia,12-Dec-23,5967,260,Delivered
Madelene Upcott,Eclairs,USA,12-Dec-23,5883.75,256,Delivered
Oby Sorrel,Organic Choco Syrup,UK,12-Dec-23,9292.5,465,Delivered
Husein Augar,Choco Coated Almonds,Canada,12-Dec-23,481.5,38,Delivered
Oby Sorrel,Smooth Silky Salty,USA,12-Dec-23,12449.25,1557,Delivered
Husein Augar,85% Dark Bars,India,12-Dec-23,16002,696,Delivered
Karlen McCaffrey,Manuka Honey Choco,USA,13-Dec-23,14755.5,820,Delivered
Jehu Rudeforth,Smooth Silky Salty,Australia,13-Dec-23,3701.25,371,Delivered
Beverie Moffet,Smooth Silky Salty,New Zealand,13-Dec-23,603,87,Delivered
Camilla Castle,70% Dark Bites,UK,13-Dec-23,12143.25,640,Delivered
Wilone O'Kielt,Mint Chip Choco,India,13-Dec-23,3048.75,255,Delivered
Madelene Upcott,Almond Choco,UK,13-Dec-23,9270,927,Delivered
Roddy Speechley,Smooth Silky Salty,UK,14-Dec-23,4038.75,577,Delivered
Jehu Rudeforth,99% Dark & Pure,Australia,14-Dec-23,6702.75,292,Cancelled
Brien Boise,70% Dark Bites,UK,14-Dec-23,7778.25,487,Delivered
Beverie Moffet,Organic Choco Syrup,USA,14-Dec-23,6401.25,321,Delivered
Van Tuxwell,85% Dark Bars,UK,14-Dec-23,4351.5,198,Delivered
Husein Augar,Orange Choco,USA,14-Dec-23,9272.25,843,Delivered
Brien Boise,99% Dark & Pure,UK,14-Dec-23,663.75,31,Delivered
Beverie Moffet,Almond Choco,New Zealand,14-Dec-23,792,72,Delivered
Oby Sorrel,Orange Choco,New Zealand,14-Dec-23,2562.75,233,Delivered
Jehu Rudeforth,50% Dark Bites,Canada,14-Dec-23,996.75,56,Delivered
Gigi Bohling,99% Dark & Pure,New Zealand,15-Dec-23,1343.25,62,Delivered
Kelci Walkden,Orange Choco,UK,15-Dec-23,10183.5,1455,Cancelled
Madelene Upcott,Peanut Butter Cubes,New Zealand,15-Dec-23,6315.75,288,Delivered
Jehu Rudeforth,99% Dark & Pure,USA,15-Dec-23,15558.75,708,Delivered
Dotty Strutley,Smooth Silky Salty,New Zealand,15-Dec-23,8840.25,1106,Delivered
Husein Augar,Milk Bars,UK,18-Dec-23,5100.75,256,Delivered
Dennison Crosswaite,Milk Bars,India,18-Dec-23,5132.25,257,Delivered
Beverie Moffet,Eclairs,Canada,18-Dec-23,8325,362,Delivered
Jan Morforth,Choco Coated Almonds,New Zealand,18-Dec-23,470.25,32,Delivered
Kelci Walkden,85% Dark Bars,UK,18-Dec-23,3296.25,144,Delivered
Gunar Cockshoot,Raspberry Choco,Canada,18-Dec-23,7926.75,793,Delivered
Jan Morforth,Choco Coated Almonds,New Zealand,18-Dec-23,19390.5,1386,Delivered
Jan Morforth,Peanut Butter Cubes,UK,18-Dec-23,6016.5,262,Delivered
Ches Bonnell,Raspberry Choco,UK,18-Dec-23,4025.25,576,Delivered
Madelene Upcott,50% Dark Bites,USA,18-Dec-23,1788.75,82,Delivered
Ches Bonnell,Eclairs,USA,18-Dec-23,6808.5,297,Delivered
Madelene Upcott,Mint Chip Choco,India,18-Dec-23,5033.25,504,Delivered
Beverie Moffet,99% Dark & Pure,USA,18-Dec-23,4155.75,198,Delivered
Barr Faughny,Smooth Silky Salty,Canada,18-Dec-23,16454.25,1646,Delivered
Kelci Walkden,Mint Chip Choco,India,18-Dec-23,1525.5,118,Delivered
Brien Boise,Manuka Honey Choco,UK,18-Dec-23,3478.5,194,Delivered
Karlen McCaffrey,Eclairs,India,18-Dec-23,3872.25,204,Delivered
Roddy Speechley,Mint Chip Choco,New Zealand,18-Dec-23,7348.5,613,Cancelled
Roddy Speechley,Organic Choco Syrup,UK,18-Dec-23,7463.25,325,Delivered
Andria Kimpton,Eclairs,India,18-Dec-23,5472,249,Delivered
Kaine Padly,Smooth Silky Salty,USA,18-Dec-23,2092.5,191,Delivered
Camilla Castle,Smooth Silky Salty,UK,19-Dec-23,7312.5,665,Delivered
Gunar Cockshoot,Spicy Special Slims,USA,19-Dec-23,12503.25,695,Delivered
Gigi Bohling,Spicy Special Slims,Australia,19-Dec-23,726.75,37,Delivered
Husein Augar,99% Dark & Pure,India,19-Dec-23,2659.5,140,Delivered
Gunar Cockshoot,99% Dark & Pure,UK,19-Dec-23,45,2,Delivered
Dotty Strutley,Peanut Butter Cubes,India,19-Dec-23,3291.75,150,Delivered
Ches Bonnell,Drinking Coco,India,19-Dec-23,4765.5,596,Delivered
Barr Faughny,Smooth Silky Salty,UK,19-Dec-23,4567.5,457,Delivered
Camilla Castle,Eclairs,UK,19-Dec-23,7260.75,346,Cancelled
Marney O'Breen,Fruit & Nut Bars,USA,19-Dec-23,8338.5,334,Delivered
Barr Faughny,70% Dark Bites,Canada,19-Dec-23,1208.25,64,Delivered
Dotty Strutley,Mint Chip Choco,USA,19-Dec-23,1991.25,143,Delivered
Van Tuxwell,Orange Choco,New Zealand,19-Dec-23,12867.75,1430,Delivered
Oby Sorrel,Milk Bars,UK,20-Dec-23,504,24,Delivered
Roddy Speechley,85% Dark Bars,New Zealand,20-Dec-23,6363,255,Delivered
Husein Augar,Drinking Coco,Australia,20-Dec-23,5222.25,436,Delivered
Barr Faughny,99% Dark & Pure,Australia,20-Dec-23,5586.75,254,Delivered
Marney O'Breen,Raspberry Choco,Australia,20-Dec-23,5337,593,Delivered
Van Tuxwell,Manuka Honey Choco,UK,20-Dec-23,3111.75,149,Delivered
Marney O'Breen,Almond Choco,India,20-Dec-23,2.25,1,Delivered
Curtice Advani,Choco Coated Almonds,India,20-Dec-23,391.5,27,Delivered
Karlen McCaffrey,Smooth Silky Salty,Canada,20-Dec-23,5395.5,771,Delivered
Madelene Upcott,Manuka Honey Choco,UK,20-Dec-23,7186.5,400,Delivered
Wilone O'Kielt,Smooth Silky Salty,New Zealand,21-Dec-23,3935.25,438,Delivered
Marney O'Breen,70% Dark Bites,Australia,21-Dec-23,7085.25,355,Delivered
Jan Morforth,Drinking Coco,India,21-Dec-23,6331.5,488,Delivered
Ches Bonnell,Orange Choco,UK,21-Dec-23,14976,2140,Delivered
Ches Bonnell,Orange Choco,UK,21-Dec-23,4506.75,752,Delivered
Wilone O'Kielt,Choco Coated Almonds,UK,21-Dec-23,5195.25,473,Delivered
Andria Kimpton,Baker's Choco Chips,Australia,21-Dec-23,6160.5,325,Delivered
Roddy Speechley,Orange Choco,India,21-Dec-23,3750.75,376,Delivered
Husein Augar,Peanut Butter Cubes,UK,21-Dec-23,6945.75,366,Delivered
Barr Faughny,Eclairs,India,22-Dec-23,1212.75,64,Delivered
Ches Bonnell,Drinking Coco,USA,22-Dec-23,5654.25,435,Delivered
Brien Boise,Raspberry Choco,New Zealand,22-Dec-23,7753.5,1293,Delivered
Jehu Rudeforth,Eclairs,New Zealand,22-Dec-23,2319.75,116,Delivered
Jehu Rudeforth,70% Dark Bites,UK,22-Dec-23,4227.75,282,Delivered
Madelene Upcott,After Nines,UK,22-Dec-23,12174.75,937,Delivered
Andria Kimpton,Choco Coated Almonds,USA,22-Dec-23,3690,246,Delivered
Oby Sorrel,70% Dark Bites,UK,22-Dec-23,2657.25,140,Delivered
Barr Faughny,Smooth Silky Salty,UK,25-Dec-23,4416.75,553,Delivered
Marney O'Breen,Baker's Choco Chips,New Zealand,25-Dec-23,6075,405,Delivered
Roddy Speechley,Fruit & Nut Bars,Canada,25-Dec-23,5134.5,184,Delivered
Kelci Walkden,Baker's Choco Chips,UK,25-Dec-23,2558.25,143,Delivered
Andria Kimpton,Drinking Coco,USA,25-Dec-23,6219,622,Delivered
Beverie Moffet,Milk Bars,UK,25-Dec-23,6246,347,Delivered
Oby Sorrel,Manuka Honey Choco,India,25-Dec-23,4923,224,Delivered
Kelci Walkden,Drinking Coco,UK,25-Dec-23,6027.75,603,Delivered
Roddy Speechley,Peanut Butter Cubes,Australia,25-Dec-23,4644,194,Delivered
Husein Augar,White Choc,India,25-Dec-23,3474,152,Delivered
Gunar Cockshoot,70% Dark Bites,USA,25-Dec-23,13725,763,Delivered
Roddy Speechley,Orange Choco,Canada,26-Dec-23,4628.25,515,Delivered
Roddy Speechley,Milk Bars,UK,26-Dec-23,6376.5,336,Delivered
Gigi Bohling,Drinking Coco,UK,26-Dec-23,4772.25,597,Delivered
Dotty Strutley,Peanut Butter Cubes,UK,26-Dec-23,9830.25,492,Delivered
Beverie Moffet,Spicy Special Slims,UK,26-Dec-23,812.25,48,Delivered
Karlen McCaffrey,Drinking Coco,UK,26-Dec-23,4873.5,407,Delivered
Karlen McCaffrey,85% Dark Bars,Canada,26-Dec-23,4135.5,160,Delivered
Wilone O'Kielt,99% Dark & Pure,USA,26-Dec-23,5427,227,Delivered
Gigi Bohling,Drinking Coco,Australia,26-Dec-23,5962.5,746,Delivered
Rafaelita Blaksland,50% Dark Bites,India,26-Dec-23,2481.75,131,Delivered
Karlen McCaffrey,After Nines,UK,26-Dec-23,8156.25,742,Delivered
Dennison Crosswaite,White Choc,New Zealand,26-Dec-23,3073.5,140,Delivered
Madelene Upcott,Orange Choco,USA,26-Dec-23,12291.75,2049,Delivered
Andria Kimpton,Eclairs,New Zealand,26-Dec-23,2956.5,148,Delivered
Brien Boise,Choco Coated Almonds,Australia,26-Dec-23,3852,351,Delivered
Madelene Upcott,Peanut Butter Cubes,USA,26-Dec-23,8028,365,Delivered
Roddy Speechley,70% Dark Bites,UK,27-Dec-23,6570,411,Delivered
Dotty Strutley,Eclairs,UK,27-Dec-23,2796.75,156,Delivered
Barr Faughny,Drinking Coco,UK,27-Dec-23,5179.5,432,Delivered
Dennison Crosswaite,Drinking Coco,Australia,27-Dec-23,5022,558,Delivered
Karlen McCaffrey,70% Dark Bites,Australia,27-Dec-23,3582,199,Delivered
Gigi Bohling,Choco Coated Almonds,UK,27-Dec-23,7492.5,750,Delivered
Gunar Cockshoot,Choco Coated Almonds,New Zealand,27-Dec-23,6466.5,647,Delivered
Wilone O'Kielt,White Choc,USA,27-Dec-23,6480,260,Delivered
Van Tuxwell,Fruit & Nut Bars,USA,27-Dec-23,11056.5,410,Delivered
Dotty Strutley,Choco Coated Almonds,New Zealand,27-Dec-23,4968,414,Delivered
Gunar Cockshoot,Eclairs,Australia,27-Dec-23,2304,110,Delivered
Kelci Walkden,Spicy Special Slims,USA,27-Dec-23,3717,207,Delivered
Dennison Crosswaite,50% Dark Bites,USA,27-Dec-23,2220.75,112,Delivered
Brien Boise,50% Dark Bites,UK,27-Dec-23,1581.75,94,Delivered
Kelci Walkden,Fruit & Nut Bars,Australia,27-Dec-23,8833.5,316,Delivered
Ches Bonnell,Drinking Coco,USA,27-Dec-23,5703.75,439,Delivered
Beverie Moffet,Mint Chip Choco,India,28-Dec-23,463.5,52,Delivered
Barr Faughny,Mint Chip Choco,UK,28-Dec-23,3793.5,422,Delivered
Madelene Upcott,Mint Chip Choco,UK,28-Dec-23,3674.25,307,Cancelled
Dotty Strutley,Manuka Honey Choco,USA,28-Dec-23,7290,405,Delivered
Karlen McCaffrey,Caramel Stuffed Bars,USA,28-Dec-23,13466.25,709,Delivered
Ches Bonnell,85% Dark Bars,Canada,28-Dec-23,405,18,Delivered
Roddy Speechley,85% Dark Bars,Australia,28-Dec-23,6315.75,275,Delivered
Brien Boise,Choco Coated Almonds,UK,28-Dec-23,717.75,66,Delivered
Kelci Walkden,85% Dark Bars,UK,28-Dec-23,2742.75,110,Delivered
Madelene Upcott,Raspberry Choco,UK,28-Dec-23,3606.75,401,Delivered
Gunar Cockshoot,Organic Choco Syrup,UK,29-Dec-23,19854,946,Delivered
Gigi Bohling,Spicy Special Slims,India,29-Dec-23,4752,251,Cancelled
Kaine Padly,50% Dark Bites,USA,29-Dec-23,3622.5,173,Delivered
Ches Bonnell,Eclairs,India,29-Dec-23,8273.25,436,Delivered
Van Tuxwell,Peanut Butter Cubes,USA,29-Dec-23,10707.75,447,Delivered
Roddy Speechley,50% Dark Bites,India,29-Dec-23,6966,349,Delivered
Gunar Cockshoot,Organic Choco Syrup,New Zealand,29-Dec-23,7238.25,381,Delivered
Curtice Advani,Drinking Coco,India,29-Dec-23,4743,475,Delivered
Barr Faughny,Orange Choco,UK,29-Dec-23,3219.75,537,Delivered
Dotty Strutley,Orange Choco,India,29-Dec-23,8433,1205,Delivered
Van Tuxwell,Spicy Special Slims,Australia,29-Dec-23,2079,104,Delivered
Andria Kimpton,Baker's Choco Chips,UK,29-Dec-23,4619.25,308,Delivered
Rafaelita Blaksland,Peanut Butter Cubes,UK,01-Jan-24,5674.5,237,Delivered
Beverie Moffet,Peanut Butter Cubes,USA,01-Jan-24,7204.5,344,Delivered
Gunar Cockshoot,Spicy Special Slims,USA,01-Jan-24,12408.75,828,Delivered
Curtice Advani,Raspberry Choco,Australia,02-Jan-24,603,121,Delivered
Gunar Cockshoot,70% Dark Bites,USA,02-Jan-24,5073.75,318,Delivered
Barr Faughny,Peanut Butter Cubes,India,02-Jan-24,5789.25,290,Delivered
Jan Morforth,Choco Coated Almonds,India,02-Jan-24,7449.75,497,Delivered
Marney O'Breen,Baker's Choco Chips,Canada,02-Jan-24,2247.75,125,Delivered
Brien Boise,50% Dark Bites,UK,02-Jan-24,8223.75,484,Delivered
Barr Faughny,99% Dark & Pure,UK,02-Jan-24,1539,77,Cancelled
Jehu Rudeforth,Eclairs,Australia,02-Jan-24,3809.25,191,Delivered
Gigi Bohling,Manuka Honey Choco,Australia,02-Jan-24,1071,60,Delivered
Roddy Speechley,70% Dark Bites,India,02-Jan-24,5314.5,355,Delivered
Kelci Walkden,Baker's Choco Chips,Canada,02-Jan-24,5778,321,Delivered
Jehu Rudeforth,Manuka Honey Choco,UK,03-Jan-24,13432.5,640,Delivered
Beverie Moffet,70% Dark Bites,India,03-Jan-24,7074,393,Delivered
Gunar Cockshoot,Mint Chip Choco,USA,03-Jan-24,126,10,Delivered
Husein Augar,Spicy Special Slims,USA,03-Jan-24,1111.5,70,Delivered
Wilone O'Kielt,99% Dark & Pure,New Zealand,03-Jan-24,11621.25,582,Delivered
Marney O'Breen,Smooth Silky Salty,UK,03-Jan-24,6104.25,555,Delivered
Andria Kimpton,Choco Coated Almonds,USA,03-Jan-24,4495.5,375,Delivered
Gunar Cockshoot,Orange Choco,UK,03-Jan-24,11211.75,1602,Cancelled
Dennison Crosswaite,99% Dark & Pure,UK,04-Jan-24,7173,359,Cancelled
Jan Morforth,Orange Choco,UK,04-Jan-24,13425.75,1918,Delivered
Husein Augar,Organic Choco Syrup,USA,04-Jan-24,3746.25,188,Delivered
Marney O'Breen,Mint Chip Choco,UK,04-Jan-24,3973.5,332,Delivered
Gigi Bohling,Choco Coated Almonds,USA,04-Jan-24,6075,468,Delivered
Kelci Walkden,50% Dark Bites,Canada,04-Jan-24,7240.5,345,Delivered
Beverie Moffet,85% Dark Bars,India,04-Jan-24,8453.25,353,Delivered
Wilone O'Kielt,Raspberry Choco,Australia,04-Jan-24,3280.5,469,Delivered
Jehu Rudeforth,Baker's Choco Chips,UK,04-Jan-24,11461.5,717,Delivered
Husein Augar,99% Dark & Pure,India,04-Jan-24,2346.75,103,Delivered
Gunar Cockshoot,Eclairs,Australia,04-Jan-24,1244.25,57,Delivered
Brien Boise,85% Dark Bars,UK,05-Jan-24,409.5,18,Delivered
Gunar Cockshoot,Mint Chip Choco,UK,05-Jan-24,3987,363,Delivered
Jehu Rudeforth,Peanut Butter Cubes,New Zealand,05-Jan-24,7852.5,328,Delivered
Madelene Upcott,Milk Bars,New Zealand,05-Jan-24,4988.25,238,Delivered
Madelene Upcott,Smooth Silky Salty,Australia,05-Jan-24,7893,658,Delivered
Andria Kimpton,Smooth Silky Salty,USA,05-Jan-24,4054.5,451,Delivered
Gunar Cockshoot,Orange Choco,Canada,08-Jan-24,16002,2667,Delivered
Brien Boise,Drinking Coco,Canada,08-Jan-24,5593.5,467,Delivered
Dotty Strutley,50% Dark Bites,UK,08-Jan-24,4216.5,222,Delivered
Kelci Walkden,Drinking Coco,Australia,08-Jan-24,5879.25,735,Delivered
Jan Morforth,Baker's Choco Chips,UK,08-Jan-24,8178.75,409,Delivered
Andria Kimpton,Mint Chip Choco,Canada,08-Jan-24,621,69,Delivered
Gigi Bohling,Fruit & Nut Bars,India,08-Jan-24,5656.5,210,Delivered
Barr Faughny,Baker's Choco Chips,UK,08-Jan-24,1019.25,60,Delivered
Husein Augar,70% Dark Bites,UK,08-Jan-24,7749,485,Delivered
Dotty Strutley,Orange Choco,UK,08-Jan-24,5919.75,658,Delivered
Dotty Strutley,Choco Coated Almonds,USA,08-Jan-24,8626.5,863,Delivered
Jan Morforth,Organic Choco Syrup,New Zealand,08-Jan-24,5175,273,Delivered
Beverie Moffet,Orange Choco,USA,08-Jan-24,15156,2526,Delivered
Brien Boise,Spicy Special Slims,UK,08-Jan-24,5177.25,288,Delivered
Barr Faughny,70% Dark Bites,USA,08-Jan-24,2619,146,Delivered
Jan Morforth,Peanut Butter Cubes,Canada,09-Jan-24,9391.5,470,Delivered
Gigi Bohling,70% Dark Bites,UK,09-Jan-24,3726,249,Delivered
Gunar Cockshoot,Fruit & Nut Bars,New Zealand,09-Jan-24,1320.75,51,Delivered
Andria Kimpton,Almond Choco,India,09-Jan-24,8709.75,968,Delivered
Brien Boise,Mint Chip Choco,UK,09-Jan-24,4338,310,Delivered
Jehu Rudeforth,Raspberry Choco,UK,09-Jan-24,9596.25,960,Delivered
Marney O'Breen,Orange Choco,USA,09-Jan-24,5724,573,Cancelled
Brien Boise,Manuka Honey Choco,UK,09-Jan-24,585,31,Delivered
Ches Bonnell,Baker's Choco Chips,USA,09-Jan-24,6349.5,353,Delivered
Oby Sorrel,Spicy Special Slims,UK,09-Jan-24,2470.5,138,Delivered
Barr Faughny,Drinking Coco,USA,09-Jan-24,6045.75,756,Delivered
Ches Bonnell,Peanut Butter Cubes,UK,09-Jan-24,6219,328,Delivered
Beverie Moffet,Almond Choco,USA,10-Jan-24,8435.25,844,Delivered
Van Tuxwell,Raspberry Choco,Australia,10-Jan-24,24108.75,2679,Delivered
Brien Boise,Raspberry Choco,New Zealand,10-Jan-24,5719.5,636,Delivered
Van Tuxwell,Mint Chip Choco,New Zealand,10-Jan-24,81,7,Delivered
Karlen McCaffrey,50% Dark Bites,UK,11-Jan-24,3791.25,181,Delivered
Ches Bonnell,Smooth Silky Salty,Canada,11-Jan-24,13756.5,1376,Delivered
Marney O'Breen,Mint Chip Choco,USA,11-Jan-24,2844,219,Delivered
Marney O'Breen,Raspberry Choco,India,11-Jan-24,9758.25,1952,Delivered
Dennison Crosswaite,Fruit & Nut Bars,USA,11-Jan-24,6369.75,245,Delivered
Ches Bonnell,Baker's Choco Chips,USA,11-Jan-24,2796.75,140,Delivered
Gunar Cockshoot,Choco Coated Almonds,New Zealand,11-Jan-24,1532.25,128,Delivered
Madelene Upcott,Choco Coated Almonds,USA,11-Jan-24,3685.5,264,Delivered
Karlen McCaffrey,Eclairs,New Zealand,11-Jan-24,6257.25,298,Delivered
Wilone O'Kielt,Choco Coated Almonds,UK,11-Jan-24,3093.75,221,Delivered
Van Tuxwell,White Choc,USA,11-Jan-24,7089.75,338,Delivered
Dennison Crosswaite,Smooth Silky Salty,UK,11-Jan-24,5928.75,847,Delivered
Rafaelita Blaksland,50% Dark Bites,New Zealand,11-Jan-24,11630.25,554,Delivered
Brien Boise,After Nines,UK,11-Jan-24,5519.25,460,Delivered
Curtice Advani,Raspberry Choco,New Zealand,11-Jan-24,10305,1145,Cancelled
Dotty Strutley,Smooth Silky Salty,UK,12-Jan-24,3584.25,326,Delivered
Brien Boise,Eclairs,UK,12-Jan-24,4509,238,Delivered
Ches Bonnell,50% Dark Bites,Australia,12-Jan-24,6831,360,Delivered
Gunar Cockshoot,Organic Choco Syrup,India,12-Jan-24,12534.75,627,Delivered
Jehu Rudeforth,Smooth Silky Salty,India,12-Jan-24,2094.75,300,Delivered
Dotty Strutley,Spicy Special Slims,India,12-Jan-24,2511,148,Delivered
Curtice Advani,Spicy Special Slims,UK,12-Jan-24,14280.75,752,Delivered
Brien Boise,70% Dark Bites,New Zealand,12-Jan-24,1210.5,61,Delivered
Roddy Speechley,Orange Choco,India,12-Jan-24,2076.75,189,Cancelled
Gunar Cockshoot,70% Dark Bites,USA,15-Jan-24,5582.25,294,Delivered
Madelene Upcott,Milk Bars,Australia,15-Jan-24,963,54,Delivered
Marney O'Breen,Spicy Special Slims,USA,15-Jan-24,4911.75,307,Delivered
Dennison Crosswaite,Peanut Butter Cubes,USA,15-Jan-24,2929.5,140,Delivered
Madelene Upcott,Baker's Choco Chips,UK,15-Jan-24,12109.5,757,Delivered
Gigi Bohling,99% Dark & Pure,UK,15-Jan-24,11711.25,510,Delivered
Kelci Walkden,85% Dark Bars,UK,15-Jan-24,4797,229,Delivered
Kelci Walkden,Manuka Honey Choco,UK,15-Jan-24,8262,394,Cancelled
Rafaelita Blaksland,Choco Coated Almonds,USA,16-Jan-24,2128.5,213,Delivered
Kelci Walkden,Peanut Butter Cubes,UK,16-Jan-24,8034.75,366,Delivered
Jan Morforth,Choco Coated Almonds,Canada,16-Jan-24,11058.75,1106,Delivered
Curtice Advani,Peanut Butter Cubes,New Zealand,16-Jan-24,5483.25,275,Delivered
Wilone O'Kielt,70% Dark Bites,UK,16-Jan-24,10482.75,656,Delivered
Oby Sorrel,Peanut Butter Cubes,USA,16-Jan-24,5710.5,272,Delivered
Kelci Walkden,Raspberry Choco,UK,16-Jan-24,7501.5,1072,Delivered
Dennison Crosswaite,99% Dark & Pure,India,16-Jan-24,9652.5,439,Delivered
Andria Kimpton,Peanut Butter Cubes,USA,16-Jan-24,3728.25,156,Delivered
Dotty Strutley,85% Dark Bars,India,16-Jan-24,11391.75,439,Delivered
Brien Boise,Mint Chip Choco,UK,16-Jan-24,4923,547,Delivered
Curtice Advani,Spicy Special Slims,UK,16-Jan-24,2970,149,Delivered
Kelci Walkden,99% Dark & Pure,UK,16-Jan-24,9947.25,453,Delivered
Jan Morforth,Peanut Butter Cubes,India,16-Jan-24,8154,371,Delivered
Jehu Rudeforth,99% Dark & Pure,UK,16-Jan-24,7553.25,378,Delivered
Van Tuxwell,Drinking Coco,India,16-Jan-24,4725,364,Delivered
Gunar Cockshoot,Spicy Special Slims,Australia,16-Jan-24,6574.5,387,Delivered
